CODE|STR
L86.0|SIND LUMB/TORAC CON IRRAD DOLOR (NO MAPEA)
L90.0|ARTROSIS DE RODILLA (NO MAPEA)
L95.3|OSTEOPOROSIS SENIL
L98.22|COJERA
L99.12|FRACTURA MALA UNION DE
L99.32|OSTEOARTROPATIA HIPERTROFICA
N71.5|MENINGITIS NC
N74.5|NEOPLASIA MALIGNA DE CEREBELO
N85.5|MICROCEFALO
N88.5|GRAN MAL (ESTADO DE)
F01.0|DOLOR OCULAR (NO MAPEA)
F13.3|PRURITO (PICOR DE) OJO
F15.0|ASPECTO ANORMAL DE LOS OJOS (NO MAPEA)
F31.1|OFTALMOSCOPIA
F72.0|BLEFARITIS/ORZUELO/CHALAZION (NO MAPEA)
F73.6|DACRIOADENITIS
F73.19|QUERATITIS NE DENDRITICA
F75.9|HEMORRAGIA CONJUNTIVAL NC
F79.4|QUEMADURA OCULAR
F80.0|OBST CONDUCTO LAGRIMAL LACTANTE (NO MAPEA)
F84.2|DEGENERACION MACULAR - AMBOS/AS
F85.5|ULCERA CORNEAL (INC. HERPETICA)
K71.22|VALVULOPATIA MITRAL REUMATICA
K73.2|COARTACION AORTICA
K73.6|ESTENOSIS MITRAL CONGENITA
K73.15|CARDIOPATIA CONGENITA
F73.15|QUERATOCONJUNTIVITIS - AMBOS/AS 
K94.6|TVP (TROMB. VENOSA PROFUNDA)
K94.12|FLEBITIS Y TROMBOFLEBITIS
K84.0|OTRAS ENFERMEDADES CARDIACAS (NO MAPEA)
K84.7|ENFERMEDAD PERICARDIO (OTRAS) NC
K86.13|HIPETENSION ARTERIAL SISTOLICA
K87.7|HIPERTEN., HIPERTENSIVO RENAL (POR ENFERM.)
D01.9|ABDOMINAL AGUDO
D02.6|ESPASMO ESOFAGICO
D07.3|DISPEPSIA Y OTRAS ALTER. ESPECIF. DEL FUNCIONA. DEL ESTO
D08.0|FLATULENCIA/AEROFAGIA/GASES (NO MAPEA)
D08.10|DISTENSION, AUMENTO DEL PERIMETRO ABDOMINAL, POR GASES
D10.3|VOMITOS PERSISTENTES
U85.0|ANOM CONGEN APARATO URINARIO (NO MAPEA)
U98.0|ANALISIS ANORMALES DE ORINA NE (NO MAPEA)
U02.6|POLIURIA
U04.2|INCAPACIDAD RETENER LA ORINA
U05.6|PROBLEMA MICCION NC
U06.2|HEMATURIA MICROSCOPICA
A10.1|HEMORRA., SANGR. NC
A11.2|SINTOMA, QUEJA, SIGNO TORAX NC
K99.7|ENFERMEDAD APARATO CIRUCULAT. NC
Y25.1|MIEDO (DE PADEC.) ENFERMEDAD VENEREA MASCULINA
H29.8|OTRO SIGNO/SINTOMA DEL OIDO/OREJA
H29.4|OIDO, OREJA LIMPIEZA, NECESIDAD DE
H29.1|ANORMAL SENSACION(ES) NC OIDO
H71.15|OTITIS
H71.16|OTITIS AGUDA
H71.18|OTITIS MEDIA NO SUPURATIVA AGUDA
H71.12|OTITIS MEDIA AGUDA CON BRONCOESPASMO
H71.9|OMA (OTITIS MEDIA AGUDA) AMIGDALITIS
H71.6|OTITIS MEDIA AGUDA SUPURADA, SUPURATIVA
H71.3|OTITIS MEDIA (AGUDA) INESPECIFICA
H71.0|OTITIS MEDIA/MIRINGITIS AGUDA (NO MAPEA)
H99.1|ENFERMEDAD MASTOIDES NC
H99.3|OIDA (VEURE OIDA)
L96.11|GENOLL, LESIO LLIGAMENTS AGUDA
L96.1|INESTABI. DE LA ROD., INT. AGUDA
L96.4|LESION MENISCO (RODILLA) MEDIAL NC
L96.7|LESION RODILLA (INTERNA) MEDIAL NC
L99.59|CONDROPATIA ROTULIANA
L99.5|COSTOCONDRITIS
L99.6|DERMATOMIOSITIS
L99.8|ENFERMEDAD MUSCULO NC
L99.11|ESCLERODERMIA (PROGR.)
L99.13|FRACTURA PATOLOGICA NC
L99.15|LUXACION (ARTICULAC.) RECURRENTE
L99.18|PAGET, INFERMEDAD DE
L99.20|POLIMIALGIA REUMATICA
L99.23|SINDROME POSTLAMINECTOMIA
L99.25|SINDROME TIETZE (CONDRI. COST.)
L99.28|ESCLEROSIS SISTEMICA PROGRESIVA
L99.29|HIGROMA
L99.31|NECROSIS ASEPTICA (CABEZA FEMORAL)
L99.34|SINDROME DE BEHCET
L99.36|CONECTIVOPATIA NC
L99.38|AQUILES, ROTURA DEL TENDON DE
L99.41|ENFERMEDAD DE LA ROTULA 
L99.43|LUPUS ERITEMATOSO FENOMENO LE
L99.46|DISTROFIA MUSCULAR
L99.48|GENOLL, LESIO LLIGAMENTOSA CRONICA
L99.50|LESION MENISCO (RODILLA) CRONICA NC
L99.53|CONDROMALACIA ROTULIANA
L99.55|LESIO MENISC INTERN CRONICA
L99.58|TRASTORNOS MIOTONICOS
N05.1|QUEMAZON SENSACION (EXTREMID.)
N05.3|SENSACION HORMIGUEO EN MANOS
L74.12|FRACTURA DE MARCHA (PIE)
L74.14|FRACTURA-LUXACION DE BENNETT
L76.7|FRACTURA OTRAS, SIN ESPECIF. REG.
L76.26|FRACTURA SACRO
L76.24|FRACTURA COLUMNA VERTEBRAL
L76.21|AIXAFAMENT VERTEBRAL
L76.18|FRACTURA DEL PEÑASCO
L76.15|FRACTURA NARIZ
L76.13|FRACTURA DE ESCAPULA
L76.10|FRACTURA ROTULA
L76.6|FRACTURA HUMERO
L76.2|FRACTURA CARA, HUESOS DE LA
L76.5|FRACTURA CRANEO
R08.4|PROMINENTE NARIZ
R08.6|ROJO NARIZ
R08.8|ULCERA, ULCERACION NASAL
R08.10|ABCESO/ ULCERA NARIZ
R08.12|RINOPLASTIA
R08.0|OTROS SIG/SIN NASALES (NO MAPEA)
R09.5|INFLAMACION, SENOS (NASALES) NC
R09.8|SENOS DRENAJE (NASALES Y PARANASALES)
R09.12|PRESION, COMPRESION NC SINUSAL
R09.2|CONGESTION SINUSAL
R21.6|SENTIR GARGANTA ULCERADA
R21.2|DOLOR GARGANTA NC
R21.18|INFLAMACION, AMIGDALAS NC
R21.16|DOLOR AMIGDALAS NC
R21.14|EDEMA DE UVULA
R21.13|SIGNOS/SINTOMAS GARGANTA/FARINGE/AMIGDALAS NC
R21.10|MAL DE COLL NC
R21.8|ULCERA, ULCERACION GARGANTA
P86.3|INCAPACIDAD DEJAR DE COMER
X72.5|VAGINITIS CANDIDIASICA DE REPETICION
X72.4|CANDIDIASIS UROGENITAL
X72.1|CANDIDIASIS UROGENITAL FEMENINA (PROBADA)
X73.3|VAGINITIS TRICOMONIASICA NC
X77.5|ADENOCARCINOMA MATRIU
X77.4|CANCER DE ENDOMETRIO
X77.2|NEOPLASIA MALIGNA OVARIO, TROMPAS
X82.0|LESIONES GENITALES FEMENINAS (NO MAPEA)
X82.5|AGRESSIO SEXUAL (LESIONS)
B02.6|ADENOPATIA SUBMANDIBULAR
B02.7|ADENOPATIA INGUINAL
B02.9|ADENOPATIA RETROAURICULAR 
B02.11|ULCERA, ULCERACION GANGLIOS
B02.1|ADENOPATIA
B02.3|INFLAMACION, GANGLIOS NC
F99.6|CORIORRETINITIS
F99.8|DERMATOSIS NO INFECC. DEL PARPADO
F99.13|EXOFTALMOS
W71.1|ASINTOMATICA, BACTERIURIA (EN EL EMBARAZO)
W71.5|INFECCION DE ORINA EN EL EMBARAZO
W71.7|INFECCION URINARIA, CISTITIS EN EMBARAZO/PARTO/PUERPERIO 
K94.11|FLEBITIS Y TROMB.DE LAS EXTREMIDADES INFERIORES NO ESPEC
K94.15|TROMBOSIS VENOSA PROFUNDA EEII
K94.3|TROMBOFLEBITIS
K94.5|TROMBOSIS VENOSA (OTROS)
L84.1|ARTROSIS/ARTRITIS DEFORMANTE COLUMNA
L84.3|ESPONDILOSIS
L84.5|OSTEOARTRIT./ARTROS. NC DE COLUMN. VERTEBRAL
L84.7|LUMBOARTROSIS
L84.8|ESPONDILOARTROSI
L84.10|ARTROSIS DEGENERATIVA COLUMNA LUMBAR
L84.13|ESPONDILOSIS LUMBAR
L84.15|ARTROSIS CERVICAL Y LUMBAR
L84.17|ESPONDILOARTROPATIA
L84.19|ESPONDILOLISTESIS LUMBAR
L84.21|SINDROME LUMBAR SIN IRRADIACION DEL DOLOR 
L84.24|DEGENERACION DISCAL INTERVERTEBRAL (EXC. CERVICAL)
L84.27|HERNIA DISCAL SIN MIELOPATIA NC
D11.0|DIARREA (NO MAPEA)
D11.11|DIARREA/GASTROENTERITIS NO INFECCIOSA
D12.4|ESTREÑIMIENTO CRONICO
D14.0|HEMATEMESIS/VOMITO DE SANGRE (NO MAPEA)
D16.0|RECTORRAGIA/HEMORRAGIA RECTAL (NO MAPEA)
D17.0|INCONTINENCIA FECAL (NO MAPEA)
D18.4|HECES ANORMALES
Y02.0|DOLOR EN EL ESCROTO/TESTICULOS (NO MAPEA)
A33.0|PRUEBAS MICRO. E IMMUNO. (NO MAPEA)
B33.2|GRUPO SANGUINEO
B33.4|SANGRE/SANGUINEA CLASIFICACION Y TIPOS
L33.1|REUMATOIDE, FACTOR
Y16.9|GINECOMASTIA PUBERAL
Y16.4|BOTON MAMARIO (NIÑO)
Y26.1|MIEDO (DE PADEC.) CANCER NC (DE) ORG. GENIT. MASCULI.
N75.5|NEOPLASIA BENIGNA NERVIO Y SIST. NERVIO.
N75.1|MENINGIOMA
N75.0|NEO BENIGNAS DEL SISTEMA NERVIOSO (NO MAPEA)
B79.1|ANEMIA CONGENITA, NC
B81.0|ANEMIA PERNICIOSA/DEFICIT FOLATOS (NO MAPEA)
B83.13|PURPURA TROMBOTICA TROMBOCITOPENICA (PTT)
B83.3|HEMOFILIA
B83.5|PURPURA FIBRINOLITICA
B83.7|TROMBOCITOPATIA
B83.9|CID
B83.11|PLAQUETOPENIA
B83.14|TROMBOCITEMIA ESENCIAL
K29.2|CIRCULACION MALA
K29.11|BAJA PRESION ARTERIAL
K29.10|SINTOMA, QUEJA, SIGNO CORAZON NC
K29.7|PROBLEMA CIRCULACION NC
K29.4|CORAZON PROBLEMA EN EL
K70.2|AGUDO Y SUBAGUDO MIOCARDITIS
K70.6|MIOCARDITIS (AGUDA)
K70.8|PERICARDITIS NO REUMATICA
K70.10|PERICARDITIS AGUDA INFECCIOSA
K72.0|NEOPLASIAS CARDIOVASCULARES (NO MAPEA)
N71.6|MENINGITIS POR COXACKIE NC
N71.9|ENCEFALITIS POST.VARICELA
N71.12|MENINGITIS VIRICA
N71.3|LINFOCITICA, MENINGITIS
N71.0|MENINGITIS/ENCEFALITIS (NO MAPEA)
N73.3|FLEBITIS SENO VENOSO (INFEC.)
N73.6|PANENCEFALITIS ESCLEROSANTE SUBAGUDA
N73.0|OTR INFECC SISTEMA NERVIOSO (NO MAPEA)
N80.0|OTROS TRAUMATISMOS CRANEALES (NO MAPEA)
N80.8|CONTUSION SIN PERDIDA DE CONOCIMIENTO
N94.0|NEURITIS/NEURPATIAS PERIFERICAS (NO MAPEA)
N94.6|MIEMBRO FANTASMA (SINDROME)
S07.6|RASH, EXANT., CALOR (SUDOR)
U71.9|CISTITIS AGUDA NO COMPLICADA
U71.11|INFECCION URINARIA NO COMPLICADA
U71.14|CISTITIS
U71.15|CISTITIS  AGUDA
U71.17|CISTITIS AGUDA/OTRA INFECCION URINARIA AGUDA
U71.20|SOSPECHA DE ITU
U71.22|INFECCION, APARATO UROGENITAL MASCULINO NC
U71.6|INFECCION, URINARIA (TRACTO) PUERPERAL NC
U71.3|CISTITIS (NO VENEREA) AGUDA
U71.2|CISTITIS (NO VENEREA)
U77.4|CARCINOMA IN SITU, NC (DE) APARATO URINARIO
U77.0|OTRAS NEO MALIG APARATO URINARIO (NO MAPEA)
U88.3|NEFRITIS
U88.4|NEFROPATIA
U88.14|NEFROPATIA TOXICA
U88.12|NEFRITIS LUPICA
U88.10|GLOMERULONEFRITIS POSTESTREPTOCOCIA
U88.7|GLOMERULONEFRITIS (NC)
Y29.0|OTR SIG/SIN APAR GENITAL, HOMBRE (NO MAPEA)
Y70.0|SIFILIS, EN EL HOMBRE (NO MAPEA)
Y71.2|URETRITIS GONOCOCICA MASCULINA
Y73.2|VESICULITIS (SEMINAL)
Y73.4|PROTASTITIS AGUDA
Y73.1|PROSTATITIS
P75.1|CARDIACO NEUROSIS
P75.4|HISTERIA
P75.11|DOLOR PSICOGENO NC
P75.8|TRASTORNO SOMATOMORFO INDIFERENCIADO
P75.5|NEUROSIS HISTERICA NC
X18.0|DOLOR MAMARIO, EN LA MUJER (NO MAPEA)
Z16.13|INCEST
Z16.10|PROBLEMA INTERPERSON.NC(CON)NIÑOS(HIJOS)NC ABUSO(VIOLENCI NC
Z16.7|NIÑO PROBL. DE RELACION
Z16.4|DISPUTA PADRES E HIJOS
Z16.2|ABUSOS NIÑOS
Z16.16|PROBLEMA INTERPERSON. (CON) PADRES/HIJOS SEPARACION NC
W12.0|CONTRACEPCION INTRAUTERINA (NO MAPEA)
W12.1|DIU REVISION
W12.5|DIU INSERCION
W12.7|AJUSTE E INSERCION DIU
U78.8|NEO BENIGNA DE PROSTATA
U78.6|ADENOMA RENAL
U78.4|NEOPLASIA BENIGNA URETRA
U78.1|NEOPLASIA BENIGNA AP. URINARIO (CU. PARTE)
S96.1|ACNE CONGLOBATA (QUISTICO)
S96.5|ACNE (OTRO EXC ACNE ROSACEA -695.3-)
T70.0|INFECCIONES ENDOCRINAS (NO MAPEA)
L02.4|CONTRACTURA DORSAL
L02.6|DOLOR ESPALDA MUSCULO ESQUELETICO
L02.3|SINTOMA, QUEJA, SIGNO ESPALDA NC
L02.9|CONTRACTURA DORSO-LUMBAR 
L02.11|DORSALGIA CRONICA 
A80.3|LESION NC
A80.11|ATROPELLO
A80.9|TRAUMA, TRAUMATISMO
U75.4|HIPERNEFROMA (TUMOR DE GRAWITZ)
U75.1|NEOPLASIA MALIGNA RIÑON
U75.6|SARCOMA RENAL
N07.4|CRISIS (CONVULSIONES) NO EPILEPTICAS
N07.0|CONVULSIONES/CRISIS CONVULSIVAS (NO MAPEA)
L97.11|QUISTE OSEO SOLITARIO
L97.10|CONDROMA
L97.5|HEMANGIOMA OSEO
L97.7|NEOPLASIA BENIGNA TEJIDOS BLANDOS
L97.9|NEOPLASIA BENIGNA MUSCULO
A21.3|FACTOR DE RIESGO PARA CANCER DE COLON
A21.0|FACTOR DE RIESGO PARA CANCER NE (NO MAPEA)
K22.0|FACTOR RIESGO ENF CARDIOVASCULAR (NO MAPEA)
Y82.0|HIPOSPADIAS (NO MAPEA)
N76.0|NEO INESPECIFICAS SISTEMA NERVIOSO (NO MAPEA)
Y03.1|PREPUCIO SECRECION
Y03.0|SECRECION URETRAL, EN EL HOMBRE (NO MAPEA)
K76.10|ISQUEMIA CARDIACA SIN ANGINA (INC. INFARTO IAM ANTIGUO)
K76.7|ISQUEMIA MIOCARDICA (CRONICA)
K76.2|ATEROESCLEROSIS CORONARIA
L86.19|LUMBALGIA (CON IRRADIACION)
L86.17|CIATICA EN GESTANTE 
L86.15|SACRALGIA
L86.13|HERNIA DISCAL
L86.12|CIATICA / CIATALGIA (EXC LESION DEL CIATICO -355.0-)
L86.8|PROLAPSO DISCO LUMBAR
L86.6|NEURITIS LUMBOSACRA NC
L86.4|LUMBALGIA (CON IRRAD./SINT. IRRITAT.)
L87.3|QUISTE DE BACKER
L87.5|SINOVITIS NE
L87.9|AQUILES, TENDINITIS DEL TENDON DE
L87.11|TENDINITIS NC
L87.13|SINOVITIS
L87.15|CALCANEO, ESPOLON
L87.17|ABSCESO TENDINOSO
L87.18|ALTERACION TENDINOSA, NC
L87.21|ALTERACION CAPSULA ARTICULAR, NC
L87.23|BURSITIS ANSERINA
L87.25|BURSITIS CODO
L87.27|BURSITIS TROCANTEREA
L87.29|BURSITIS OLECRANIANA
L87.31|DEDO EN RESORTE
L87.32|TENDINITIS ADDUCTORES
L87.35|TENDINITIS BICIPITAL
L87.37|TENDINITIS MANO
L87.38|TENDINITIS MUÐECA
L87.40|TENDINITIS RODILLA
L87.42|TENDINITIS TIBIAL
L87.44|TENOSINOVITIS
L87.46|TENDINITIS ANTEBRAZO
L87.48|TENDINITIS CUADRICEPS
L87.50|TENDINITIS PERONEOS
L87.0|BURSITIS/TENDINITIS/SINOVITIS NE (NO MAPEA)
N06.6|PERDIDA SENSIBILIDAD
N06.5|PARESTESIA
N06.11|ALTERACION DE LA SENSIBILIDAD CUTANEA
N06.1|ANESTESIA/PARESTESIA
N06.3|ENTUMECIMIENTO
N06.13|DISESTESIES A EXTREMITATS
S80.1|QUEMADURA SOLAR
S80.3|QUERATOSI ACTINICA
S80.5|ERITEMA SOLAR
U70.0|PIELITIS/PIELONEFRITIS (NO MAPEA)
U70.5|PIELITIS/PIELONEFRITIS AGUDA - AMBOS/AS
U70.2|PIELITIS AGUDA
W95.3|ABSCESO MAMARIO (PUERPERAL)
P79.1|AEROFOBIA
P79.9|FOBIA SOCIAL
P79.4|NEUROSIS OBSESIVA NC
P79.0|FOBIA/TRASTORNO COMPULSIVO (NO MAPEA)
D96.4|OXIUROS/ASCARIS/OTROS PARASITOS
D96.7|LARVA MIGRANS
D96.9|TRICHIURIASIS
D96.11|ANQUILOSTOMIASIS
D96.13|TENIASIS
D96.17|SOLITARIA (TENIA)
L70.0|INFECCIONES DEL APARATO LOCOMOTOR (NO MAPEA)
L70.5|INFECCION, OSEA (INESPECIFICA) NC
L70.2|ABSCESO OSEO
L70.11|ARTRITIS INFECCIOSA
L70.9|OSTEOMIELITIS CRONICA
P77.4|IDEES D'AUTOLISI
P77.2|SENTIRSE AUTODESTRUCTIVO
P77.6|INTENT DE SUICIDI
S99.5|ENFERMEDAD SUBCU., DEL TEJIDO, NC
S99.8|ICTIOSIS
S99.10|LIQUEN SIMPLE CRONICO
S99.13|VERRUGA SENIL (SEBORREICA)
S99.16|CICATRIZ HIPERTROFICA
S99.19|PITIRIASIS ALBA
S99.21|PRURIGO NODULAR
S99.23|GRANULOMA
S99.25|GRANULOMA UMBILICAL
S99.28|PIODERMITIS
S99.30|QUERATOACANTOMA
S99.32|ERITEMA TOXICO
S99.35|OTRA ALTERACION VASCULAR DE LA PIEL
S99.38|PUSTULAS (PIEL)
S99.40|QUELOIDE CICATRIU POST-QUIRURGICA
S99.43|RINOFIMA
S99.45|LUPUS ERITEMATOSO CUTANEO
S81.1|ANTOJO (CONGENITO) HEMANGIOMA NC
S81.6|ANGIOMA (MANCHA FRESA)
S81.4|HEMANGIOMAS HEPATICOS
K89.0|ISQUEMIA CEREBRAL TRANSITORIA (NO MAPEA)
K89.7|AMNESIA GLOBAL TRANSITORIA
K89.2|SINDROME BASILAR, ARTERIA
H85.1|ACUSTICO, TRAUMA (OIDO)
D70.5|COLITIS INFECCIOSA ESPECIFICA
D70.8|DISENTERIA BACILAR
D70.10|ENTERITIS INFECCIOSA ESPECIFICA POR SHIGELLA
D70.21|OTRA GASTROENTERITIS INFECCIOSA VIRICA
D70.24|GASTROENTERITIS AGUDA INFECCIOSA
D70.27|INFECCION INTESTINAL E. COLI.
D70.30|DIARREA INFECCIOSA
D70.32|GASTRITIS POR HELICOBACTER
B75.2|NEOPLASIA BENIGNA LINFATICOS
B78.6|RASGO FALCIFORME 
B81.2|ANEMIA POR DEFICIT DE FOLATOS
B82.8|ANEMIA MICROCITICA
B82.13|ANEMIA MEGALOBLASTICA
B84.0|LEUCOCITOS ANORMALES (NO MAPEA)
B87.0|ESPLENOMEGALIA (NO MAPEA)
B99.5|POLICITEMIA SECUNDARIA
D04.1|ANAL DOLOR
D05.0|PRURITO PERIANAL (NO MAPEA)
D06.6|DERECHO DOLOR CUADR. INF. ABD.
D06.19|DOLOR FID
D06.27|DOLOR INGUINAL
Y05.3|INFLAMACION, TESTICULAR NC
Y13.4|EXCISION, REMOCION VASOS DEFERENTES
R33.2|TUBERCULOSIS CULTIVO (ESPUTO)
W33.2|EMBARAZO PRUEBAS ORINA
U33.1|CULTIVO ORINA
U33.2|TEST, PRUEBA, MET. DIAG. ORINA (CULTIVO)
B34.1|ANEMIA PRUEBA PARA LA ANEMIA FALCIFORME
B34.5|HEMORRA., SANGR. NC TIEMPO DE
B34.8|PRUEBAS SANGUINEAS
B34.12|ANALITICA Y EXPLORACIONES COMPLEMENTARIAS
A35.1|ANALISIS DE ORINA
D36.0|ANALISIS DE HECES (NO MAPEA)
D36.2|HECES EXAMEN DE GRASA (H. DE C., DIGESTION, ETC.)
X37.1|CITOLOGIA (FROTIS) PAPAN./CITOL. VAGINAL
X37.2|CITOLOGIA (FROTIS) PAPANICOLAOU NORM.
A38.1|OTROS ANALISIS DE LABORATORIO NC
A39.1|PRUEBAS DE FUNCION FISICA
F39.5|TEST, PRUEBA, MET. DIAG. VISUAL
F39.8|AGUDEZA VISUAL
F39.3|GLAUCOMA PRUEBA PARA EL
F39.7|TEST, PRUEBA, MET. DIAG. VISUAL CAMPO
H39.5|TIMPANOMETRIA
H39.1|AUDICION, PRUEBAS DE
R39.1|ESPIROMETRIA
D40.2|COLONOSCOPIA
D40.1|ANOSCOPIA
D40.8|PROCTOSIGMOIDOSCOPIA
D40.6|GASTROSCOPIA
K41.1|ECOCARDIOGRAFIA
D41.5|ECOGRAFIA ABDOMINAL
D41.3|GASTROINTEST., EXPLOR. RADIOLOGICAS
D41.0|RADIOLOGIA/IMAGEN DIAGNOSTICA (NO MAPEA)
L41.1|ARTROGRAFIA (RX)
F91.2|ASTIGMATISMO
F92.0|CATARATA (NO MAPEA)
F92.7|CATARATA BILATERAL
F92.14|CATARATAS INCIPIENTES 
F93.6|AUMENTO PRESION INTRAOCULAR
F94.4|DISMINUCION VISTA
F94.7|PROBLEMA VISION CEGUERA NC
F95.0|ESTRABISMO (NO MAPEA)
F99.3|ANOMALIA FUNCION PUPILAR
F99.14|NEURITIS OPTICA NC
D87.25|GASTRITIS ALCOHOLICA 
D89.1|HERNIA INGUINAL NC
D89.6|HERNIA INGUINAL INTERVENIDA
D89.3|HERNIORRAFIA ENGONAL
D91.3|HERNIA UMBILICAL NC
D93.0|SINDROME DE COLON IRRITABLE (NO MAPEA)
D95.0|FISURA ANAL/ABSCESO PERIANAL (NO MAPEA)
N93.3|SINDROME TUNEL CARPIANO INTERVENIDO
P04.2|COLERA, ENFADO
P15.18|EXCESO (EXCESIVO) ALCOHOLEMIA
P16.1|ABUSO ALCOHOL AGUDO
P17.1|ABUSO (DE) TABACO
P17.2|ADICCION NICOTINA
P17.4|FUMAR (TABACO) PROBLEMAS POR
P17.5|INCAPACIDAD DEJAR DE FUMAR
P17.10|EX-FUMADOR
L99.40|LUPUS ERITEMATOSO SISTEMICO
N06.4|INCREMENTO SENSIBILIDAD
N08.7|TEMBLOR ESENCIAL/OTRA FORMA ESPECIFICADA
N16.7|HIPOSMIA
N89.11|MIGRAÑA SIN AURA
N90.1|CEFALEA, CLUSTER NC
N91.3|PARAL.LISI FACIAL PERIFERICA
N94.2|MONONEURITIS MIEMB. SUPER. (INESPE.)
N94.3|MORTON, METATARSALGIA DE
N94.4|SINDROME GUILLAIN-BARRE
N94.9|TRASTORNOS DEL NERVIO FACIAL
N94.11|NEUROPATIA CUBITAL
N94.13|NEURITIS NC
N99.5|ENFERMEDAD NEURONA MOTORA NC
N99.13|ENCEFALOPATIA HIPOXICO-ISQUEMICA (INFANTIL)
P01.5|SENTIRSE PREOCUPADO
P02.0|ESTRES AGUDO (NO MAPEA)
P03.0|SENS/SENT DEPRESIVOS (NO MAPEA)
P05.1|COMPORTAMIENTO SENIL
P06.3|INSOMNIO
P06.8|DIFICULTAT DORMIR
P06.12|DETERIORO DEL PATRON DEL SUEÑO
P06.18|APNEA OBSTRUCTIVA (SUEÐO)
P07.0|DISMINUCION DEL DESEO SEXUAL (NO MAPEA)
L41.7|DENSITOMETRIA
W41.1|ECOGRAFIA. VEASE ULTRAS. EMBARAZO
U41.3|RENAL ECOGRAFIA
U41.2|PIELOGR. (INTRAV./RETR.)
U41.5|UROGRAF. (INTRA./RETR.)
X41.4|RX DE MAMAS
K42.5|MONITORIZACION CARDIACA
K42.4|HOLTER (ECG AMBULAN.)
K42.2|ECG HOLTER
K42.7|ALTERACION ECG
L42.1|ELECTROMIOGRAFIA
D87.0|ALT FUNCIONALES DEL ESTOMAGO (NO MAPEA)
D91.9|EVENTRACIO FERIDA QUIRURGICA
D96.5|ESQUISTOSOMIASIS
D97.3|COMA HEPATICO NC
D97.6|HEPATITIS ALCOHOLICA
D97.14|CIRROSIS BILIAR PRIMARIA
D98.7|COLEDOCOLITIASIS
D99.3|CELIACA, ENFERMEDAD
D99.8|ENTEROPATIA POR GLUTEN
D99.12|MEGACOLON
D99.25|PROCTITIS
H02.2|DISTUR./ALTER. AUDITIVO
H03.1|ANORMAL SENSACION(ES) NC AUDITIVA
H05.3|OTOHEMATOMA
H15.5|OREJA DESPEGADA (SOPLILLO)
R86.2|NEOPLASIA BENIGNA AP. RESPIRATORIO (CU. PARTE)
R87.1|EXTRAÑO, CUERPO BRONQUIO
R90.1|AMIGDALITIS CRONICA
R90.4|HIPERTR., HIPERTROFICO AMIGDALAS
R90.10|HIPERTROFIA DE AMIGDALAS Y ADENOIDES
R95.1|ENFERMEDAD EPOC NC
R96.4|FIEBRE DEL HENO (RINIT. ALERG.) CON ASMA
R96.7|ASMA POR EJERCICIO
R96.13|ASMA INFANTIL
R97.1|ALERGIA RINITIS (FBR. DEL HENO)
R98.0|SINDROME DE HIPERVENTILACION (NO MAPEA)
R99.10|ALVEOLITIS ALERGICA EXTRINSECA
R99.21|HIPERTROFIA DE CORNETES
R99.32|ENFERMEDAD DE LA NARIZ OTRAS
R99.35|FARINGITIS CRONICA
R99.39|RINITIS PERENNE
R99.41|BRONQUIECTASIAS
R99.48|RINITIS
X03.2|DOLOR OVULACION, EN LA (INTERMENSTRUAL) NC
X05.7|PERIODO AUSENTE (MENSTRUACION)
X06.3|MENORRAGIA
X06.7|MENSTRUACION
X07.4|MENSTRUACION IRREGULAR
X08.4|METRORRAGIA
U79.4|TUMOR DE VEJIGA (VESICAL)
U85.4|AGENESIA RENAL
U85.14|RIÑON EN HERRADURA
U88.5|NEFROSIS
U95.3|CALCULO URINARIO NC
U98.3|CETONURIA
U99.1|DIVERTICULITIS, DIVERTICULOSIS, DIVERTICULO VEJIGA
U99.8|OBSTRUCCION CUELLO VESICAL
U99.14|RONYO, INSUFICIENCIA
U99.25|QUISTE RENAL SIMPLE
N07.1|CONVULSIONES
N08.1|MOVIMIENTOS INVOLUNTARIOS ANORMALES
N18.16|HEMIPARESIA
N26.1|MIEDO (DE PADEC.) CANCER NC (DE) SISTEMA NERVIOSO
N29.0|OTROS SIG/SIN NEUROLOGICOS (NO MAPEA)
F29.0|OTROS SIG/SIN OCULARES (NO MAPEA)
F82.2|DESPRENDIM. DE VITREO 
F83.6|RETINOSIS PIGMENTARIA 
D83.1|AFTAS, ULCERAS AFTOSAS
D83.6|ENFERMEDAD SALIVARES, GLANDULAS NC
X72.6|MICOSIS VAGINAL
L04.0|SIG/SIN TORACICOS (NO MAPEA)
L05.0|SIG/SIN DE FLANCOS Y AXILAS (NO MAPEA)
L08.0|SIG/SIN DEL HOMBRO (NO MAPEA)
L12.6|SINTOMA, QUEJA, SIGNO DEDOS (MANOS) NC
L92.8|SINDROME HOMBRO
L93.0|CODO DE TENISTA (NO MAPEA)
L94.0|OSTEOCONDROSIS (NO MAPEA)
L94.3|ENFERMEDAD OSGOOD-SCHLATTER, DE NC
L94.13|OSTEOCONDROSIS JUVENIL PIE
L96.9|ESQUINÇ LLE GENOLL AGUT
L97.1|NEOPLASIA BENIGNA HUESO
X08.5|HEMORRAGIA INTERMENSTRUAL IRREGULAR
X11.0|SIG/SIN MENOPAUSICOS (NO MAPEA)
X11.16|PERIMENOPAUSIA
X12.2|HEMORRA., SANGR. NC MENOPAUSICA
